ticket_id,zone,date,category,priority,resolution_time_minutes,escalated
T1868,Whitefield,2026-05-13,Rider No Show,Low,41,No
T1869,Whitefield,2026-05-13,Rider Shortage,Critical,35,Yes
T1870,Whitefield,2026-05-13,App Issue,Low,53,No
T1871,Whitefield,2026-05-13,Payment Issue,Medium,60,No
T1872,Whitefield,2026-05-13,Delivery Delay,Critical,80,Yes
T1873,Whitefield,2026-05-13,Rider Shortage,Low,50,No
T1874,Whitefield,2026-05-13,Rider Shortage,Medium,89,No
T1875,Whitefield,2026-05-13,Payment Issue,High,79,Yes
T1876,Whitefield,2026-05-13,Payment Issue,Medium,77,No
T1877,Whitefield,2026-05-14,Rider Shortage,Medium,45,No
T1878,Whitefield,2026-05-14,App Issue,Medium,42,No
T1879,Whitefield,2026-05-14,Delivery Delay,Critical,15,Yes
T1880,Whitefield,2026-05-14,Rider Shortage,High,39,Yes
T1881,Whitefield,2026-05-14,Rider No Show,Medium,57,No
T1882,Whitefield,2026-05-14,Payment Issue,Critical,81,Yes
T1883,Whitefield,2026-05-14,Rider Shortage,Critical,77,Yes
T1884,Whitefield,2026-05-14,App Issue,Critical,65,Yes
T1885,Whitefield,2026-05-14,Delivery Delay,High,16,Yes
T1886,Whitefield,2026-05-15,Rider Shortage,Medium,78,No
T1887,Whitefield,2026-05-15,App Issue,Medium,88,No
T1888,Whitefield,2026-05-15,Payment Issue,High,83,Yes
T1889,Whitefield,2026-05-15,Payment Issue,High,23,Yes
T1890,Whitefield,2026-05-15,Delivery Delay,Low,16,No
T1891,Whitefield,2026-05-15,Delivery Delay,Low,48,No
T1892,Whitefield,2026-05-15,App Issue,Critical,74,Yes
T1893,Whitefield,2026-05-16,Payment Issue,Low,45,No
T1894,Whitefield,2026-05-16,Delivery Delay,High,24,Yes
T1895,Whitefield,2026-05-16,Delivery Delay,Medium,50,No
T1896,Whitefield,2026-05-16,App Issue,High,63,Yes
T1897,Whitefield,2026-05-16,Rider No Show,Low,84,No
T1898,Whitefield,2026-05-16,Rider No Show,Low,63,No
T1899,Whitefield,2026-05-16,Rider No Show,High,17,Yes
T1900,Whitefield,2026-05-16,App Issue,Critical,88,Yes
T1901,Whitefield,2026-05-16,App Issue,Low,19,No
T1902,Whitefield,2026-05-16,App Issue,High,75,Yes
T1903,Whitefield,2026-05-17,Rider No Show,High,40,Yes
T1904,Whitefield,2026-05-17,Rider No Show,High,86,Yes
T1905,Whitefield,2026-05-17,Rider Shortage,Medium,19,No
T1906,Whitefield,2026-05-17,Rider No Show,Medium,29,No
T1907,Whitefield,2026-05-17,Delivery Delay,Low,30,No
T1908,Whitefield,2026-05-17,Payment Issue,High,15,Yes
T1909,Whitefield,2026-05-17,Rider No Show,Low,30,No
T1910,Whitefield,2026-05-17,Payment Issue,Critical,51,Yes
T1911,Whitefield,2026-05-17,Rider No Show,Low,17,No
T1912,Whitefield,2026-05-18,Delivery Delay,Medium,27,No
T1913,Whitefield,2026-05-18,Delivery Delay,High,69,Yes
T1914,Whitefield,2026-05-18,Rider No Show,Low,35,No
T1915,Whitefield,2026-05-18,Rider No Show,Low,80,No
T1916,Whitefield,2026-05-18,App Issue,High,68,Yes
T1917,Whitefield,2026-05-18,App Issue,Low,41,No
T1918,Whitefield,2026-05-18,Delivery Delay,Critical,52,Yes
T1919,Whitefield,2026-05-18,Delivery Delay,Medium,72,No
T1920,Whitefield,2026-05-18,App Issue,High,76,Yes
T1921,Whitefield,2026-05-18,App Issue,High,60,Yes
T1922,Whitefield,2026-05-19,Delivery Delay,Low,86,No
T1923,Whitefield,2026-05-19,Delivery Delay,Low,22,No
T1924,Whitefield,2026-05-19,Rider Shortage,Low,85,No
T1925,Whitefield,2026-05-19,Rider No Show,Low,78,No
T1926,Whitefield,2026-05-19,Rider No Show,Low,35,No
T1927,Whitefield,2026-05-19,App Issue,Critical,86,Yes
T1928,Whitefield,2026-05-19,App Issue,Critical,77,Yes
T1929,Whitefield,2026-05-20,Delivery Delay,High,60,Yes
T1930,Whitefield,2026-05-20,Payment Issue,High,45,Yes
T1931,Whitefield,2026-05-20,Rider Shortage,Low,23,No
T1932,Whitefield,2026-05-20,App Issue,Low,29,No
T1933,Whitefield,2026-05-20,Rider Shortage,Critical,40,Yes
T1934,Whitefield,2026-05-20,Delivery Delay,High,24,Yes
T1935,Whitefield,2026-05-20,Payment Issue,Critical,43,Yes
T1936,Whitefield,2026-05-20,Delivery Delay,High,50,Yes
T1937,Whitefield,2026-05-20,Delivery Delay,High,51,Yes
T1938,Whitefield,2026-05-20,App Issue,Critical,85,Yes
T1939,Whitefield,2026-05-21,Rider No Show,High,42,Yes
T1940,Whitefield,2026-05-21,Payment Issue,Critical,62,Yes
T1941,Whitefield,2026-05-21,Payment Issue,High,52,Yes
T1942,Whitefield,2026-05-21,Payment Issue,Critical,45,Yes
T1943,Whitefield,2026-05-21,Rider Shortage,Low,28,No
T1944,Whitefield,2026-05-22,Delivery Delay,Low,87,No
T1945,Whitefield,2026-05-22,App Issue,Low,43,No
T1946,Whitefield,2026-05-22,Payment Issue,Critical,65,Yes
T1947,Whitefield,2026-05-22,Delivery Delay,Critical,63,Yes
T1948,Whitefield,2026-05-22,App Issue,Medium,57,No
T1949,Whitefield,2026-05-22,Rider No Show,High,86,Yes
T1950,Whitefield,2026-05-22,Delivery Delay,Medium,19,No
T1951,Whitefield,2026-05-22,Rider Shortage,Low,56,No
T1952,Whitefield,2026-05-22,App Issue,Critical,21,Yes
T1953,Whitefield,2026-05-23,Rider No Show,High,41,Yes
T1954,Whitefield,2026-05-23,Delivery Delay,Critical,72,Yes
T1955,Whitefield,2026-05-23,App Issue,Low,60,No
T1956,Whitefield,2026-05-23,App Issue,Medium,80,No
T1957,Whitefield,2026-05-23,Rider Shortage,Medium,39,No
T1958,Whitefield,2026-05-23,App Issue,High,87,Yes
T1959,Whitefield,2026-05-24,Rider No Show,High,15,Yes
T1960,Whitefield,2026-05-24,Delivery Delay,High,88,Yes
T1961,Whitefield,2026-05-24,App Issue,Critical,56,Yes
T1962,Whitefield,2026-05-24,Payment Issue,Medium,66,No
T1963,Whitefield,2026-05-24,Delivery Delay,Medium,39,No
T1964,Whitefield,2026-05-24,Delivery Delay,High,68,Yes
T1965,Whitefield,2026-05-24,Delivery Delay,Low,81,No
T1966,Whitefield,2026-05-24,Rider No Show,Medium,20,No
T1967,Whitefield,2026-05-24,Delivery Delay,Medium,72,No
T1968,Whitefield,2026-05-24,Delivery Delay,Critical,84,Yes
T1969,Whitefield,2026-05-24,App Issue,Critical,67,Yes
T1970,Whitefield,2026-05-25,Rider No Show,Medium,16,No
T1971,Whitefield,2026-05-25,Rider Shortage,Critical,36,Yes
T1972,Whitefield,2026-05-25,Rider Shortage,High,51,Yes
T1973,Whitefield,2026-05-25,Payment Issue,High,34,Yes
T1974,Whitefield,2026-05-25,Rider No Show,Critical,38,Yes
T1975,Whitefield,2026-05-25,Delivery Delay,High,79,Yes
T1976,Whitefield,2026-05-25,Rider Shortage,Medium,79,No
T1977,Whitefield,2026-05-26,Payment Issue,Medium,15,No
T1978,Whitefield,2026-05-26,Rider No Show,Critical,17,Yes
T1979,Whitefield,2026-05-26,Payment Issue,Critical,60,Yes
T1980,Whitefield,2026-05-26,App Issue,Low,69,No
T1981,Whitefield,2026-05-26,Rider Shortage,Low,89,No
T1982,Whitefield,2026-05-26,Rider Shortage,Critical,78,Yes
T1983,Whitefield,2026-05-26,Delivery Delay,High,59,Yes
T1984,Whitefield,2026-05-27,Delivery Delay,Low,79,No
T1985,Whitefield,2026-05-27,Rider No Show,High,38,Yes
T1986,Whitefield,2026-05-27,Rider No Show,Critical,88,Yes
T1987,Whitefield,2026-05-27,App Issue,High,49,Yes
T1988,Whitefield,2026-05-27,Delivery Delay,Medium,38,No
T1989,Whitefield,2026-05-27,Rider Shortage,Critical,42,Yes
T1990,Whitefield,2026-05-28,Delivery Delay,High,68,Yes
T1991,Whitefield,2026-05-28,Rider Shortage,High,30,Yes
T1992,Whitefield,2026-05-28,App Issue,High,29,Yes
T1993,Whitefield,2026-05-28,Delivery Delay,Critical,25,Yes
T1994,Whitefield,2026-05-28,Rider Shortage,Medium,79,No
T1995,Whitefield,2026-05-28,Rider Shortage,High,82,Yes
T1996,Whitefield,2026-05-28,Payment Issue,Low,57,No
T1997,Whitefield,2026-05-28,Payment Issue,Low,83,No
T1998,Whitefield,2026-05-28,Delivery Delay,Critical,27,Yes
T1999,Whitefield,2026-05-28,App Issue,Critical,24,Yes
T2000,Whitefield,2026-05-29,App Issue,High,55,Yes
T2001,Whitefield,2026-05-29,Payment Issue,Critical,64,Yes
T2002,Whitefield,2026-05-29,Rider No Show,Critical,85,Yes
T2003,Whitefield,2026-05-29,Rider No Show,Low,73,No
T2004,Whitefield,2026-05-29,App Issue,High,53,Yes
T2005,Whitefield,2026-05-29,Payment Issue,Low,17,No
T2006,Whitefield,2026-05-29,Payment Issue,High,21,Yes
T2007,Whitefield,2026-05-29,Rider Shortage,Medium,63,No
T2008,Whitefield,2026-05-30,App Issue,Critical,62,Yes
T2009,Whitefield,2026-05-30,Payment Issue,Critical,16,Yes
T2010,Whitefield,2026-05-30,Delivery Delay,Critical,85,Yes
T2011,Whitefield,2026-05-30,App Issue,Critical,46,Yes
T2012,Whitefield,2026-05-30,App Issue,Medium,18,No
T2013,Whitefield,2026-05-30,Payment Issue,High,34,Yes
T2014,Whitefield,2026-05-31,Rider No Show,Low,50,No
T2015,Whitefield,2026-05-31,Rider Shortage,High,46,Yes
T2016,Whitefield,2026-05-31,App Issue,High,42,Yes
T2017,Whitefield,2026-05-31,Rider Shortage,Low,15,No
T2018,Whitefield,2026-05-31,Delivery Delay,Critical,74,Yes
T2019,Whitefield,2026-05-31,Rider No Show,High,70,Yes
T2020,Whitefield,2026-06-01,Payment Issue,Low,68,No
T2021,Whitefield,2026-06-01,Rider Shortage,Medium,50,No
T2022,Whitefield,2026-06-01,Delivery Delay,Medium,69,No
T2023,Whitefield,2026-06-01,Rider Shortage,High,72,Yes
T2024,Whitefield,2026-06-01,Payment Issue,High,79,Yes
T2025,Whitefield,2026-06-01,App Issue,Medium,83,No
T2026,Whitefield,2026-06-01,Payment Issue,Low,65,No
T2027,Whitefield,2026-06-01,App Issue,Medium,36,No
T2028,Whitefield,2026-06-02,Rider No Show,Critical,67,Yes
T2029,Whitefield,2026-06-02,Rider No Show,Low,50,No
T2030,Whitefield,2026-06-02,Delivery Delay,Medium,82,No
T2031,Whitefield,2026-06-02,Rider Shortage,High,50,Yes
T2032,Whitefield,2026-06-02,Rider No Show,Low,66,No
T2033,Whitefield,2026-06-02,Rider No Show,Medium,67,No
T2034,Whitefield,2026-06-02,App Issue,Medium,64,No
T2035,Whitefield,2026-06-03,Rider No Show,High,36,Yes
T2036,Whitefield,2026-06-03,Payment Issue,High,80,Yes
T2037,Whitefield,2026-06-03,Payment Issue,Low,35,No
T2038,Whitefield,2026-06-03,Payment Issue,Low,58,No
T2039,Whitefield,2026-06-03,App Issue,High,61,Yes
T2040,Whitefield,2026-06-03,Delivery Delay,High,53,Yes
T2041,Whitefield,2026-06-04,App Issue,High,31,Yes
T2042,Whitefield,2026-06-04,Delivery Delay,Low,74,No
T2043,Whitefield,2026-06-04,Rider Shortage,Medium,45,No
T2044,Whitefield,2026-06-04,App Issue,High,87,Yes
T2045,Whitefield,2026-06-04,Rider Shortage,Low,63,No
T2046,Whitefield,2026-06-04,Payment Issue,Low,16,No
T2047,Whitefield,2026-06-04,Payment Issue,Medium,62,No
T2048,Whitefield,2026-06-04,Rider No Show,Low,28,No
T2049,Whitefield,2026-06-04,Delivery Delay,Low,73,No
T2050,Whitefield,2026-06-04,Rider No Show,High,72,Yes
T2051,Whitefield,2026-06-05,Payment Issue,Critical,65,Yes
T2052,Whitefield,2026-06-05,App Issue,High,16,Yes
T2053,Whitefield,2026-06-05,Rider Shortage,Medium,55,No
T2054,Whitefield,2026-06-05,App Issue,Low,30,No
T2055,Whitefield,2026-06-05,Payment Issue,High,18,Yes
T2056,Whitefield,2026-06-05,Rider Shortage,Critical,26,Yes
T2057,Whitefield,2026-06-05,Rider No Show,Medium,43,No
T2058,Whitefield,2026-06-05,Delivery Delay,Low,21,No
T2059,Whitefield,2026-06-06,Delivery Delay,Medium,26,No
T2060,Whitefield,2026-06-06,Rider No Show,Critical,19,Yes
T2061,Whitefield,2026-06-06,Rider No Show,High,46,Yes
T2062,Whitefield,2026-06-06,Payment Issue,Medium,88,No
T2063,Whitefield,2026-06-06,Delivery Delay,Medium,57,No
T2064,Whitefield,2026-06-06,App Issue,Critical,83,Yes
T2065,Whitefield,2026-06-06,Rider Shortage,Critical,59,Yes
T2066,Whitefield,2026-06-06,Rider Shortage,Critical,23,Yes
T2067,Whitefield,2026-06-06,Rider Shortage,High,63,Yes
T2068,Whitefield,2026-06-06,Payment Issue,Medium,47,No
T2069,Whitefield,2026-06-06,Rider No Show,Critical,32,Yes
T2070,Whitefield,2026-06-06,Delivery Delay,High,23,Yes
T2071,Whitefield,2026-06-07,Rider Shortage,Low,43,No
T2072,Whitefield,2026-06-07,Payment Issue,High,39,Yes
T2073,Whitefield,2026-06-07,Delivery Delay,Low,29,No
T2074,Whitefield,2026-06-07,Payment Issue,Medium,20,No
T2075,Whitefield,2026-06-07,App Issue,Critical,56,Yes
T2076,Whitefield,2026-06-07,App Issue,Critical,43,Yes
T2077,Whitefield,2026-06-07,Rider Shortage,Medium,18,No
T2078,Whitefield,2026-06-07,Delivery Delay,Low,71,No
T2079,Whitefield,2026-06-07,Delivery Delay,High,63,Yes
T2080,Whitefield,2026-06-07,Payment Issue,Critical,58,Yes
T2081,Whitefield,2026-06-08,Delivery Delay,Low,17,No
T2082,Whitefield,2026-06-08,App Issue,Critical,76,Yes
T2083,Whitefield,2026-06-08,Payment Issue,Low,78,No
T2084,Whitefield,2026-06-08,Payment Issue,Critical,59,Yes
T2085,Whitefield,2026-06-08,Delivery Delay,Medium,72,No
T2086,Whitefield,2026-06-08,App Issue,Medium,34,No
T2087,Whitefield,2026-06-08,Rider No Show,Low,72,No
T2088,Whitefield,2026-06-08,Delivery Delay,High,71,Yes
T2089,Whitefield,2026-06-09,Rider No Show,Critical,82,Yes
T2090,Whitefield,2026-06-09,Payment Issue,Low,66,No
T2091,Whitefield,2026-06-09,Rider No Show,Critical,51,Yes
T2092,Whitefield,2026-06-09,App Issue,Low,22,No
T2093,Whitefield,2026-06-09,Rider No Show,Critical,58,Yes
T2094,Whitefield,2026-06-09,App Issue,High,19,Yes
T2095,Whitefield,2026-06-09,Rider Shortage,Low,83,No
T2096,Whitefield,2026-06-09,Rider No Show,High,45,Yes
T2097,Whitefield,2026-06-09,Payment Issue,Critical,59,Yes
T2098,Whitefield,2026-06-09,Rider No Show,Critical,23,Yes
T2099,Whitefield,2026-06-10,Payment Issue,Low,81,No
T2100,Whitefield,2026-06-10,Payment Issue,Medium,44,No
T2101,Whitefield,2026-06-10,Rider No Show,Medium,43,No
T2102,Whitefield,2026-06-10,App Issue,Critical,17,Yes
T2103,Whitefield,2026-06-10,Payment Issue,Low,71,No
T2104,Whitefield,2026-06-10,Rider No Show,Low,44,No
T2105,Whitefield,2026-06-11,Rider Shortage,Medium,16,No
T2106,Whitefield,2026-06-11,Rider Shortage,High,76,Yes
T2107,Whitefield,2026-06-11,Payment Issue,Medium,17,No
T2108,Whitefield,2026-06-11,Rider No Show,Critical,60,Yes
T2109,Whitefield,2026-06-11,App Issue,Low,82,No
T2110,Whitefield,2026-06-11,Payment Issue,High,39,Yes
T2111,Whitefield,2026-06-12,Rider Shortage,Medium,58,No
T2112,Whitefield,2026-06-12,Rider Shortage,High,49,Yes
T2113,Whitefield,2026-06-12,Payment Issue,Low,69,No
T2114,Whitefield,2026-06-12,Rider Shortage,High,23,Yes
T2115,Whitefield,2026-06-12,Rider No Show,Medium,16,No
T2116,Whitefield,2026-06-12,Payment Issue,Low,75,No
T2117,Whitefield,2026-06-12,Delivery Delay,Critical,55,Yes
T2118,Whitefield,2026-06-13,App Issue,Low,61,No
T2119,Whitefield,2026-06-13,Payment Issue,Low,16,No
T2120,Whitefield,2026-06-13,Rider No Show,Medium,83,No
T2121,Whitefield,2026-06-13,Rider Shortage,High,72,Yes
T2122,Whitefield,2026-06-13,Rider Shortage,High,58,Yes
T2123,Whitefield,2026-06-13,Rider No Show,Critical,88,Yes
T2124,Whitefield,2026-06-13,App Issue,Low,70,No
T2125,Whitefield,2026-06-13,Rider No Show,High,57,Yes
T2126,Whitefield,2026-06-13,Rider Shortage,Critical,48,Yes
T2127,Whitefield,2026-06-13,App Issue,Low,44,No
T2128,Whitefield,2026-06-14,Payment Issue,Medium,69,No
T2129,Whitefield,2026-06-14,Rider Shortage,Medium,81,No
T2130,Whitefield,2026-06-14,Rider No Show,Medium,27,No
T2131,Whitefield,2026-06-14,Payment Issue,Critical,17,Yes
T2132,Whitefield,2026-06-14,Rider Shortage,Medium,40,No
T2133,Whitefield,2026-06-14,Rider Shortage,Medium,71,No
T2134,Whitefield,2026-06-14,Payment Issue,Low,38,No
T2135,Whitefield,2026-06-14,Payment Issue,Medium,67,No
T2136,Whitefield,2026-06-14,Rider Shortage,High,84,Yes
T2137,Whitefield,2026-06-14,App Issue,Low,57,No
T2138,Whitefield,2026-06-14,Rider Shortage,High,74,Yes
T2139,Whitefield,2026-06-15,App Issue,Critical,56,Yes
T2140,Whitefield,2026-06-15,Payment Issue,Critical,80,Yes
T2141,Whitefield,2026-06-15,Delivery Delay,High,25,Yes
T2142,Whitefield,2026-06-15,App Issue,High,32,Yes
T2143,Whitefield,2026-06-15,App Issue,High,66,Yes
T2144,Whitefield,2026-06-15,Payment Issue,High,60,Yes
T2145,Whitefield,2026-06-16,App Issue,Medium,67,No
T2146,Whitefield,2026-06-16,Rider No Show,Medium,73,No
T2147,Whitefield,2026-06-16,Delivery Delay,Medium,44,No
T2148,Whitefield,2026-06-16,App Issue,High,22,Yes
T2149,Whitefield,2026-06-16,Rider No Show,Medium,71,No
T2150,Whitefield,2026-06-16,Payment Issue,Critical,87,Yes
T2151,Whitefield,2026-06-16,Rider No Show,Low,34,No
T2152,Whitefield,2026-06-16,Rider Shortage,Critical,39,Yes
T2153,Whitefield,2026-06-16,Rider No Show,High,33,Yes
T2154,Whitefield,2026-06-17,App Issue,Critical,86,Yes
T2155,Whitefield,2026-06-17,App Issue,High,41,Yes
T2156,Whitefield,2026-06-17,App Issue,Critical,54,Yes
T2157,Whitefield,2026-06-17,Payment Issue,Critical,40,Yes
T2158,Whitefield,2026-06-17,Payment Issue,Medium,41,No
T2159,Whitefield,2026-06-17,Delivery Delay,Medium,76,No
T2160,Whitefield,2026-06-17,Payment Issue,Low,64,No
T2161,Whitefield,2026-06-17,Payment Issue,Critical,56,Yes
T2162,Whitefield,2026-06-17,App Issue,High,43,Yes
T2163,Whitefield,2026-06-17,Delivery Delay,High,53,Yes
T2164,Whitefield,2026-06-17,Rider No Show,Low,74,No
T2165,Whitefield,2026-06-18,App Issue,Critical,30,Yes
T2166,Whitefield,2026-06-18,Payment Issue,Critical,37,Yes
T2167,Whitefield,2026-06-18,Rider Shortage,High,21,Yes
T2168,Whitefield,2026-06-18,Delivery Delay,Low,40,No
T2169,Whitefield,2026-06-18,Delivery Delay,Low,26,No
T2170,Whitefield,2026-06-19,App Issue,Critical,83,Yes
T2171,Whitefield,2026-06-19,App Issue,High,63,Yes
T2172,Whitefield,2026-06-19,Payment Issue,Critical,40,Yes
T2173,Whitefield,2026-06-19,App Issue,Low,19,No
T2174,Whitefield,2026-06-19,Rider Shortage,Critical,36,Yes
T2175,Whitefield,2026-06-19,Payment Issue,Critical,27,Yes
T2176,Whitefield,2026-06-19,App Issue,Critical,42,Yes
T2177,Whitefield,2026-06-19,Delivery Delay,High,47,Yes
T2178,Whitefield,2026-06-19,App Issue,High,37,Yes
T2179,Whitefield,2026-06-19,Rider No Show,Medium,32,No
T2180,Whitefield,2026-06-20,Delivery Delay,Medium,44,No
T2181,Whitefield,2026-06-20,Rider Shortage,Low,40,No
T2182,Whitefield,2026-06-20,Rider No Show,Medium,30,No
T2183,Whitefield,2026-06-20,Rider Shortage,High,53,Yes
T2184,Whitefield,2026-06-20,App Issue,Medium,47,No
T2185,Whitefield,2026-06-20,App Issue,High,40,Yes
T2186,Whitefield,2026-06-21,Rider Shortage,Critical,52,Yes
T2187,Whitefield,2026-06-21,Rider Shortage,High,16,Yes
T2188,Whitefield,2026-06-21,App Issue,Medium,20,No
T2189,Whitefield,2026-06-21,App Issue,Critical,60,Yes
T2190,Whitefield,2026-06-21,App Issue,Medium,64,No
T2191,Whitefield,2026-06-22,Delivery Delay,Medium,32,No
T2192,Whitefield,2026-06-22,App Issue,High,41,Yes
T2193,Whitefield,2026-06-22,App Issue,High,55,Yes
T2194,Whitefield,2026-06-22,Payment Issue,Low,86,No
T2195,Whitefield,2026-06-22,Rider No Show,High,88,Yes
T2196,Whitefield,2026-06-22,Rider No Show,Critical,31,Yes
T2197,Whitefield,2026-06-22,Payment Issue,Critical,76,Yes
T2198,Whitefield,2026-06-22,App Issue,Critical,43,Yes
T2199,Whitefield,2026-06-22,App Issue,High,72,Yes
T2200,Whitefield,2026-06-22,App Issue,Critical,84,Yes
T2201,Whitefield,2026-06-22,Rider Shortage,High,36,Yes
T2202,Whitefield,2026-06-23,Rider No Show,High,40,Yes
T2203,Whitefield,2026-06-23,Rider Shortage,High,53,Yes
T2204,Whitefield,2026-06-23,Delivery Delay,High,26,Yes
T2205,Whitefield,2026-06-23,Delivery Delay,Critical,28,Yes
T2206,Whitefield,2026-06-23,Payment Issue,Critical,36,Yes
T2207,Whitefield,2026-06-23,App Issue,Critical,65,Yes
T2208,Whitefield,2026-06-23,Rider Shortage,Low,37,No
T2209,Whitefield,2026-06-23,Rider No Show,Medium,62,No
T2210,Whitefield,2026-06-23,Rider No Show,Critical,85,Yes
T2211,Whitefield,2026-06-23,Rider Shortage,Low,64,No
T2212,Whitefield,2026-06-23,Rider No Show,Medium,27,No
T2213,Whitefield,2026-06-24,Rider Shortage,Medium,24,No
T2214,Whitefield,2026-06-24,Delivery Delay,Critical,69,Yes
T2215,Whitefield,2026-06-24,Rider Shortage,Low,23,No
T2216,Whitefield,2026-06-24,Payment Issue,Low,66,No
T2217,Whitefield,2026-06-24,Payment Issue,Low,16,No
T2218,Whitefield,2026-06-24,Rider No Show,Medium,39,No
T2219,Whitefield,2026-06-24,App Issue,Critical,27,Yes
T2220,Whitefield,2026-06-24,Delivery Delay,Critical,65,Yes
T2221,Whitefield,2026-06-24,Rider Shortage,Medium,72,No
T2222,Whitefield,2026-06-25,Rider No Show,Low,17,No
T2223,Whitefield,2026-06-25,Rider No Show,Medium,73,No
T2224,Whitefield,2026-06-25,Delivery Delay,Low,84,No
T2225,Whitefield,2026-06-25,Delivery Delay,Low,62,No
T2226,Whitefield,2026-06-25,Rider Shortage,Critical,78,Yes
T2227,Whitefield,2026-06-25,Rider Shortage,Medium,33,No
T2228,Whitefield,2026-06-25,Delivery Delay,Medium,81,No
T2229,Whitefield,2026-06-25,Rider Shortage,Critical,87,Yes
T2230,Whitefield,2026-06-26,App Issue,Medium,81,No
T2231,Whitefield,2026-06-26,Rider Shortage,Critical,25,Yes
T2232,Whitefield,2026-06-26,Delivery Delay,Low,82,No
T2233,Whitefield,2026-06-26,App Issue,Critical,83,Yes
T2234,Whitefield,2026-06-26,Rider No Show,Low,15,No
T2235,Whitefield,2026-06-26,Rider No Show,High,77,Yes
T2236,Whitefield,2026-06-26,Rider No Show,Critical,43,Yes
T2237,Whitefield,2026-06-26,Rider Shortage,Critical,26,Yes
T2238,Whitefield,2026-06-27,Rider Shortage,Medium,16,No
T2239,Whitefield,2026-06-27,Rider No Show,High,51,Yes
T2240,Whitefield,2026-06-27,Delivery Delay,Low,59,No
T2241,Whitefield,2026-06-27,Delivery Delay,High,62,Yes
T2242,Whitefield,2026-06-27,Payment Issue,Low,38,No
T2243,Whitefield,2026-06-27,Rider No Show,Critical,36,Yes
T2244,Whitefield,2026-06-27,App Issue,High,25,Yes
T2245,Whitefield,2026-06-27,App Issue,Critical,72,Yes
T2246,Whitefield,2026-06-27,Payment Issue,Low,60,No
T2247,Whitefield,2026-06-28,App Issue,Low,29,No
T2248,Whitefield,2026-06-28,Delivery Delay,Medium,74,No
T2249,Whitefield,2026-06-28,Delivery Delay,High,56,Yes
T2250,Whitefield,2026-06-28,App Issue,Critical,57,Yes
T2251,Whitefield,2026-06-28,App Issue,High,88,Yes
T2252,Whitefield,2026-06-28,App Issue,High,63,Yes
T2253,Whitefield,2026-06-28,Delivery Delay,Medium,78,No
T2254,Whitefield,2026-06-28,App Issue,Critical,46,Yes
T2255,Whitefield,2026-06-28,App Issue,Low,78,No
T2256,Whitefield,2026-06-28,Rider Shortage,High,16,Yes
T2257,Whitefield,2026-06-28,Rider Shortage,Low,38,No
T2258,Whitefield,2026-06-29,Payment Issue,High,45,Yes
T2259,Whitefield,2026-06-29,Rider No Show,High,40,Yes
T2260,Whitefield,2026-06-29,Payment Issue,High,43,Yes
T2261,Whitefield,2026-06-29,Payment Issue,Medium,81,No
T2262,Whitefield,2026-06-29,App Issue,Critical,39,Yes
T2263,Whitefield,2026-06-29,Rider No Show,Medium,62,No
T2264,Whitefield,2026-06-29,Payment Issue,High,79,Yes
T2265,Whitefield,2026-06-30,Delivery Delay,High,32,Yes
T2266,Whitefield,2026-06-30,Payment Issue,Medium,23,No
T2267,Whitefield,2026-06-30,Rider No Show,Medium,52,No
T2268,Whitefield,2026-06-30,Rider No Show,Low,35,No
T2269,Whitefield,2026-06-30,Rider No Show,Low,79,No
T2270,Whitefield,2026-06-30,Rider No Show,High,35,Yes
T2271,Whitefield,2026-06-30,App Issue,Critical,41,Yes
T2272,Whitefield,2026-06-30,Payment Issue,Low,84,No
T2273,Whitefield,2026-06-30,App Issue,Critical,58,Yes
T2274,Whitefield,2026-06-30,Payment Issue,Critical,42,Yes
T2275,Whitefield,2026-06-30,Payment Issue,High,59,Yes
T2276,Indiranagar,2026-01-01,App Issue,High,54,Yes
T2277,Indiranagar,2026-01-01,Delivery Delay,Medium,17,No
T2278,Indiranagar,2026-01-02,Delivery Delay,Medium,80,No
T2279,Indiranagar,2026-01-02,Delivery Delay,Critical,60,Yes
T2280,Indiranagar,2026-01-02,Rider No Show,Low,44,No
T2281,Indiranagar,2026-01-02,Rider No Show,Critical,83,Yes
T2282,Indiranagar,2026-01-02,Rider No Show,Medium,23,No
T2283,Indiranagar,2026-01-03,Payment Issue,Medium,25,No
T2284,Indiranagar,2026-01-03,App Issue,Critical,83,Yes
T2285,Indiranagar,2026-01-03,Rider No Show,Medium,80,No
T2286,Indiranagar,2026-01-03,Delivery Delay,High,45,Yes
T2287,Indiranagar,2026-01-03,Payment Issue,Critical,47,Yes
T2288,Indiranagar,2026-01-03,App Issue,Low,53,No
T2289,Indiranagar,2026-01-04,Delivery Delay,Low,60,No
T2290,Indiranagar,2026-01-04,Payment Issue,Medium,51,No
T2291,Indiranagar,2026-01-04,App Issue,Medium,74,No
T2292,Indiranagar,2026-01-04,Delivery Delay,Critical,45,Yes
T2293,Indiranagar,2026-01-04,Delivery Delay,High,25,Yes
T2294,Indiranagar,2026-01-04,Delivery Delay,Low,16,No
T2295,Indiranagar,2026-01-04,Rider No Show,Low,41,No
T2296,Indiranagar,2026-01-05,Rider Shortage,High,16,Yes
T2297,Indiranagar,2026-01-05,Rider No Show,High,35,Yes
T2298,Indiranagar,2026-01-05,App Issue,High,72,Yes
T2299,Indiranagar,2026-01-05,Rider No Show,Medium,19,No
T2300,Indiranagar,2026-01-06,Rider Shortage,Medium,59,No
